time,key,value,table
2021-01-26T21:00:02Z,RLS du Pontiac (active),5,rls
2021-01-26T21:00:02Z,Saint-André-Avellin,112,areas
2021-01-26T21:00:02Z,Saint-Émile-de-Suffolk,8,areas
2021-01-26T21:00:02Z,Saint-Sixte,5,areas
2021-01-26T21:00:02Z,Sainte-Thérèse-de-la-Gatineau,12,areas
2021-01-26T21:00:02Z,Shawville,5,areas
2021-01-26T21:00:02Z,Thurso,53,areas
2021-01-26T21:00:02Z,To be determined,17,areas
2021-01-26T21:00:02Z,To be determined,0,rls
2021-01-26T21:00:02Z,To be determined (active),0,rls
2021-01-26T21:00:02Z,Total cases,5684,areas
2021-01-26T21:00:02Z,Total cases,5761,rls
2021-01-26T21:00:02Z,Total cases (active),179,rls
2021-01-26T21:00:02Z,Val-des-Bois,8,areas
2021-01-26T21:00:02Z,Val-des-Monts,96,areas
2021-01-26T21:00:02Z,Waltham,5,areas
2021-01-27T21:00:01Z,Active cases,160,cases
2021-01-27T21:00:01Z,Aumond,5,areas
2021-01-27T21:00:01Z,Average screening test per day,429,cases
2021-01-27T21:00:01Z,Blue Sea,7,areas
2021-01-27T21:00:01Z,Boileau,5,areas
2021-01-27T21:00:01Z,Bois-Franc,5,areas
2021-01-27T21:00:01Z,Bouchette,25,areas
2021-01-27T21:00:01Z,Bowman,5,areas
2021-01-27T21:00:01Z,Campbell's Bay,5,areas
2021-01-27T21:00:01Z,Cantley,85,areas
2021-01-27T21:00:01Z,Cayamant,5,areas
2021-01-27T21:00:01Z,Chelsea,57,areas
2021-01-27T21:00:01Z,Chénéville,24,areas
2021-01-27T21:00:01Z,Cumulative cases,5774,cases
2021-01-27T21:00:01Z,Daily increase,13,cases
2021-01-27T21:00:01Z,Deaths,151,cases
2021-01-27T21:00:01Z,Déléage,34,areas
2021-01-27T21:00:01Z,Denholm,5,areas
2021-01-27T21:00:01Z,Duhamel,5,areas
2021-01-27T21:00:01Z,Egan-Sud,8,areas
2021-01-27T21:00:01Z,Fassett,6,areas
2021-01-27T21:00:01Z,Fort-Coulonge,5,areas
2021-01-27T21:00:01Z,Gatineau,4503,areas
2021-01-27T21:00:01Z,Gracefield,95,areas
2021-01-27T21:00:01Z,Grand-Remous,8,areas
2021-01-27T21:00:01Z,Healed/resolved cases,5463,cases
2021-01-27T21:00:01Z,Kazabazua,12,areas
2021-01-27T21:00:01Z,Kitigan Zibi,20,areas
2021-01-27T21:00:01Z,L'Ange-Gardien,78,areas
2021-01-27T21:00:01Z,L'Île-du-Grand-Calumet,5,areas
2021-01-27T21:00:01Z,L'Isle-aux-Allumettes,5,areas
2021-01-27T21:00:01Z,La Pêche,57,areas
2021-01-27T21:00:01Z,Lac-des-Plages,5,areas
2021-01-27T21:00:01Z,Lac-Rapide,5,areas
2021-01-27T21:00:01Z,Lac-Sainte-Marie,12,areas
2021-01-27T21:00:01Z,Lac-Simon,5,areas
2021-01-27T21:00:01Z,Lochaber,5,areas
2021-01-27T21:00:01Z,Lochaber-Partie-Ouest,5,areas
2021-01-27T21:00:01Z,Low,5,areas
2021-01-27T21:00:01Z,Maniwaki,69,areas
2021-01-27T21:00:01Z,Mansfield-et-Pontefract,5,areas
2021-01-27T21:00:01Z,Mayo,5,areas
2021-01-27T21:00:01Z,Messines,61,areas
2021-01-27T21:00:01Z,Montcerf-Lytton,5,areas
2021-01-27T21:00:01Z,Montebello,19,areas
2021-01-27T21:00:01Z,Montpellier,10,areas
2021-01-27T21:00:01Z,MRC du Pontiac,39,areas
2021-01-27T21:00:01Z,Mulgrave-et-Derry,5,areas
2021-01-27T21:00:01Z,Namur,5,areas
2021-01-27T21:00:01Z,Notre-Dame-de-la-Paix,5,areas
2021-01-27T21:00:01Z,Notre-Dame-de-la-Salette,6,areas
2021-01-27T21:00:01Z,Otter Lake,5,areas
2021-01-27T21:00:01Z,Papineauville,25,areas
2021-01-27T21:00:01Z,Plaisance,5,areas
2021-01-27T21:00:01Z,Ripon,22,areas
2021-01-27T21:00:01Z,RLS de Gatineau,4276,rls
2021-01-27T21:00:01Z,RLS de Gatineau (active),90,rls
2021-01-27T21:00:01Z,RLS de la Vallée-de-la-Gatineau,397,rls
2021-01-27T21:00:01Z,RLS de la Vallée-de-la-Gatineau (active),18,rls
2021-01-27T21:00:01Z,RLS de Papineau,724,rls
2021-01-27T21:00:01Z,RLS de Papineau (active),23,rls
2021-01-27T21:00:01Z,RLS des Collines-de-l'Outaouais,315,rls
2021-01-27T21:00:01Z,RLS des Collines-de-l'Outaouais (active),27,rls
2021-01-27T21:00:01Z,RLS du Pontiac,62,rls
2021-01-27T21:00:01Z,RLS du Pontiac (active),5,rls
2021-01-27T21:00:01Z,Saint-André-Avellin,112,areas
2021-01-27T21:00:01Z,Saint-Émile-de-Suffolk,8,areas
2021-01-27T21:00:01Z,Saint-Sixte,5,areas
2021-01-27T21:00:01Z,Sainte-Thérèse-de-la-Gatineau,12,areas
2021-01-27T21:00:01Z,Shawville,5,areas
2021-01-27T21:00:01Z,Thurso,53,areas
2021-01-27T21:00:01Z,To be determined,17,areas
2021-01-27T21:00:01Z,To be determined,0,rls
2021-01-27T21:00:01Z,To be determined (active),0,rls
2021-01-27T21:00:01Z,Total cases,5684,areas
2021-01-27T21:00:01Z,Total cases,5774,rls
2021-01-27T21:00:01Z,Total cases (active),160,rls
2021-01-27T21:00:01Z,Val-des-Bois,8,areas
2021-01-27T21:00:01Z,Val-des-Monts,96,areas
2021-01-27T21:00:01Z,Waltham,5,areas
2021-01-28T21:00:01Z,Active cases,163,cases
2021-01-28T21:00:01Z,Aumond,5,areas
2021-01-28T21:00:01Z,Average screening test per day,414,cases
2021-01-28T21:00:01Z,Blue Sea,7,areas
2021-01-28T21:00:01Z,Boileau,5,areas
2021-01-28T21:00:01Z,Bois-Franc,5,areas
2021-01-28T21:00:01Z,Bouchette,25,areas
2021-01-28T21:00:01Z,Bowman,5,areas
2021-01-28T21:00:01Z,Campbell's Bay,5,areas
2021-01-28T21:00:01Z,Cantley,87,areas
2021-01-28T21:00:01Z,Cayamant,5,areas
2021-01-28T21:00:01Z,Chelsea,57,areas
2021-01-28T21:00:01Z,Chénéville,24,areas
2021-01-28T21:00:01Z,Cumulative cases,5792,cases
2021-01-28T21:00:01Z,Daily increase,18,cases
2021-01-28T21:00:01Z,Deaths,152,cases
2021-01-28T21:00:01Z,Déléage,35,areas
2021-01-28T21:00:01Z,Denholm,5,areas
2021-01-28T21:00:01Z,Duhamel,5,areas
2021-01-28T21:00:01Z,Egan-Sud,9,areas
2021-01-28T21:00:01Z,Fassett,6,areas
2021-01-28T21:00:01Z,Fort-Coulonge,5,areas
2021-01-28T21:00:01Z,Gatineau,4503,areas
2021-01-28T21:00:01Z,Gracefield,97,areas
2021-01-28T21:00:01Z,Grand-Remous,8,areas
2021-01-28T21:00:01Z,Healed/resolved cases,5477,cases
2021-01-28T21:00:01Z,Kazabazua,12,areas
2021-01-28T21:00:01Z,Kitigan Zibi,20,areas
2021-01-28T21:00:01Z,L'Ange-Gardien,79,areas
2021-01-28T21:00:01Z,L'Île-du-Grand-Calumet,5,areas
2021-01-28T21:00:01Z,L'Isle-aux-Allumettes,5,areas
2021-01-28T21:00:01Z,La Pêche,60,areas
2021-01-28T21:00:01Z,Lac-des-Plages,5,areas
2021-01-28T21:00:01Z,Lac-Rapide,5,areas
2021-01-28T21:00:01Z,Lac-Sainte-Marie,12,areas
2021-01-28T21:00:01Z,Lac-Simon,5,areas
2021-01-28T21:00:01Z,Lochaber,5,areas
2021-01-28T21:00:01Z,Lochaber-Partie-Ouest,5,areas
2021-01-28T21:00:01Z,Low,5,areas
2021-01-28T21:00:01Z,Maniwaki,69,areas
2021-01-28T21:00:01Z,Mansfield-et-Pontefract,5,areas
2021-01-28T21:00:01Z,Mayo,5,areas
2021-01-28T21:00:01Z,Messines,61,areas
2021-01-28T21:00:01Z,Montcerf-Lytton,5,areas
2021-01-28T21:00:01Z,Montebello,19,areas
2021-01-28T21:00:01Z,Montpellier,10,areas
2021-01-28T21:00:01Z,MRC du Pontiac,40,areas
2021-01-28T21:00:01Z,Mulgrave-et-Derry,5,areas
2021-01-28T21:00:01Z,Namur,5,areas
2021-01-28T21:00:01Z,Notre-Dame-de-la-Paix,5,areas
2021-01-28T21:00:01Z,Notre-Dame-de-la-Salette,6,areas
2021-01-28T21:00:01Z,Otter Lake,5,areas
2021-01-28T21:00:01Z,Papineauville,27,areas
2021-01-28T21:00:01Z,Plaisance,5,areas
2021-01-28T21:00:01Z,Ripon,22,areas
2021-01-28T21:00:01Z,RLS de Gatineau,4286,rls
2021-01-28T21:00:01Z,RLS de Gatineau (active),91,rls
2021-01-28T21:00:01Z,RLS de la Vallée-de-la-Gatineau,397,rls
2021-01-28T21:00:01Z,RLS de la Vallée-de-la-Gatineau (active),16,rls
2021-01-28T21:00:01Z,RLS de Papineau,727,rls
2021-01-28T21:00:01Z,RLS de Papineau (active),23,rls
2021-01-28T21:00:01Z,RLS des Collines-de-l'Outaouais,320,rls
2021-01-28T21:00:01Z,RLS des Collines-de-l'Outaouais (active),31,rls
2021-01-28T21:00:01Z,RLS du Pontiac,62,rls
2021-01-28T21:00:01Z,RLS du Pontiac (active),5,rls
2021-01-28T21:00:01Z,Saint-André-Avellin,114,areas
2021-01-28T21:00:01Z,Saint-Émile-de-Suffolk,8,areas
2021-01-28T21:00:01Z,Saint-Sixte,5,areas
2021-01-28T21:00:01Z,Sainte-Thérèse-de-la-Gatineau,13,areas
2021-01-28T21:00:01Z,Shawville,5,areas
2021-01-28T21:00:01Z,Thurso,53,areas
2021-01-28T21:00:01Z,To be determined,0,areas
2021-01-28T21:00:01Z,To be determined,0,rls
2021-01-28T21:00:01Z,To be determined (active),0,rls
2021-01-28T21:00:01Z,Total cases,5792,areas
2021-01-28T21:00:01Z,Total cases,5792,rls
2021-01-28T21:00:01Z,Total cases (active),163,rls
2021-01-28T21:00:01Z,Val-des-Bois,9,areas
2021-01-28T21:00:01Z,Val-des-Monts,120,areas
2021-01-28T21:00:01Z,Waltham,5,areas
2021-01-29T21:00:01Z,Active cases,145,cases
2021-01-29T21:00:01Z,Aumond,5,areas
2021-01-29T21:00:01Z,Average screening test per day,416,cases
2021-01-29T21:00:01Z,Blue Sea,7,areas
2021-01-29T21:00:01Z,Boileau,5,areas
2021-01-29T21:00:01Z,Bois-Franc,5,areas
2021-01-29T21:00:01Z,Bouchette,25,areas
2021-01-29T21:00:01Z,Bowman,5,areas
2021-01-29T21:00:01Z,Campbell's Bay,5,areas
2021-01-29T21:00:01Z,Cantley,87,areas
2021-01-29T21:00:01Z,Cayamant,5,areas
2021-01-29T21:00:01Z,Chelsea,57,areas
2021-01-29T21:00:01Z,Chénéville,24,areas
2021-01-29T21:00:01Z,Cumulative cases,5809,cases
2021-01-29T21:00:01Z,Daily increase,17,cases
2021-01-29T21:00:01Z,Deaths,152,cases
2021-01-29T21:00:01Z,Déléage,35,areas
2021-01-29T21:00:01Z,Denholm,5,areas
2021-01-29T21:00:01Z,Duhamel,5,areas
2021-01-29T21:00:01Z,Egan-Sud,9,areas
2021-01-29T21:00:01Z,Fassett,6,areas
2021-01-29T21:00:01Z,Fort-Coulonge,5,areas
2021-01-29T21:00:01Z,Gatineau,4503,areas
2021-01-29T21:00:01Z,Gracefield,97,areas
2021-01-29T21:00:01Z,Grand-Remous,8,areas
2021-01-29T21:00:01Z,Healed/resolved cases,5512,cases
2021-01-29T21:00:01Z,Kazabazua,12,areas
2021-01-29T21:00:01Z,Kitigan Zibi,20,areas
2021-01-29T21:00:01Z,L'Ange-Gardien,79,areas
2021-01-29T21:00:01Z,L'Île-du-Grand-Calumet,5,areas
2021-01-29T21:00:01Z,L'Isle-aux-Allumettes,5,areas
2021-01-29T21:00:01Z,La Pêche,60,areas
2021-01-29T21:00:01Z,Lac-des-Plages,5,areas
2021-01-29T21:00:01Z,Lac-Rapide,5,areas
2021-01-29T21:00:01Z,Lac-Sainte-Marie,12,areas
2021-01-29T21:00:01Z,Lac-Simon,5,areas
2021-01-29T21:00:01Z,Lochaber,5,areas
2021-01-29T21:00:01Z,Lochaber-Partie-Ouest,5,areas
2021-01-29T21:00:01Z,Low,5,areas
2021-01-29T21:00:01Z,Maniwaki,69,areas
2021-01-29T21:00:01Z,Mansfield-et-Pontefract,5,areas
2021-01-29T21:00:01Z,Mayo,5,areas
2021-01-29T21:00:01Z,Messines,61,areas
2021-01-29T21:00:01Z,Montcerf-Lytton,5,areas
2021-01-29T21:00:01Z,Montebello,19,areas
2021-01-29T21:00:01Z,Montpellier,10,areas
2021-01-29T21:00:01Z,MRC du Pontiac,40,areas
2021-01-29T21:00:01Z,Mulgrave-et-Derry,5,areas
2021-01-29T21:00:01Z,Namur,5,areas
2021-01-29T21:00:01Z,Notre-Dame-de-la-Paix,5,areas
2021-01-29T21:00:01Z,Notre-Dame-de-la-Salette,6,areas
2021-01-29T21:00:01Z,Otter Lake,5,areas
2021-01-29T21:00:01Z,Papineauville,27,areas
2021-01-29T21:00:01Z,Plaisance,5,areas
2021-01-29T21:00:01Z,Ripon,22,areas
2021-01-29T21:00:01Z,RLS de Gatineau,4298,rls
2021-01-29T21:00:01Z,RLS de Gatineau (active),80,rls
2021-01-29T21:00:01Z,RLS de la Vallée-de-la-Gatineau,400,rls
2021-01-29T21:00:01Z,RLS de la Vallée-de-la-Gatineau (active),15,rls
2021-01-29T21:00:01Z,RLS de Papineau,728,rls
2021-01-29T21:00:01Z,RLS de Papineau (active),17,rls
2021-01-29T21:00:01Z,RLS des Collines-de-l'Outaouais,321,rls
2021-01-29T21:00:01Z,RLS des Collines-de-l'Outaouais (active),32,rls
2021-01-29T21:00:01Z,RLS du Pontiac,62,rls
2021-01-29T21:00:01Z,RLS du Pontiac (active),5,rls
2021-01-29T21:00:01Z,Saint-André-Avellin,114,areas
2021-01-29T21:00:01Z,Saint-Émile-de-Suffolk,8,areas
2021-01-29T21:00:01Z,Saint-Sixte,5,areas
2021-01-29T21:00:01Z,Sainte-Thérèse-de-la-Gatineau,13,areas
2021-01-29T21:00:01Z,Shawville,5,areas
2021-01-29T21:00:01Z,Thurso,53,areas
2021-01-29T21:00:01Z,To be determined,17,areas
2021-01-29T21:00:01Z,To be determined,0,rls
2021-01-29T21:00:01Z,To be determined (active),0,rls
2021-01-29T21:00:01Z,Total cases,5809,areas
2021-01-29T21:00:01Z,Total cases,5809,rls
2021-01-29T21:00:01Z,Total cases (active),145,rls
2021-01-29T21:00:01Z,Val-des-Bois,9,areas
2021-01-29T21:00:01Z,Val-des-Monts,120,areas
2021-01-29T21:00:01Z,Waltham,5,areas
2021-01-30T21:00:01Z,Active cases,150,cases
2021-01-30T21:00:01Z,Aumond,5,areas
2021-01-30T21:00:01Z,Average screening test per day,416,cases
2021-01-30T21:00:01Z,Blue Sea,7,areas
2021-01-30T21:00:01Z,Boileau,5,areas
2021-01-30T21:00:01Z,Bois-Franc,5,areas
2021-01-30T21:00:01Z,Bouchette,25,areas
2021-01-30T21:00:01Z,Bowman,5,areas
2021-01-30T21:00:01Z,Campbell's Bay,5,areas
2021-01-30T21:00:01Z,Cantley,87,areas
2021-01-30T21:00:01Z,Cayamant,5,areas
2021-01-30T21:00:01Z,Chelsea,57,areas
2021-01-30T21:00:01Z,Chénéville,24,areas
2021-01-30T21:00:01Z,Cumulative cases,5822,cases
2021-01-30T21:00:01Z,Daily increase,13,cases
2021-01-30T21:00:01Z,Deaths,153,cases
2021-01-30T21:00:01Z,Déléage,35,areas
2021-01-30T21:00:01Z,Denholm,5,areas
2021-01-30T21:00:01Z,Duhamel,5,areas
2021-01-30T21:00:01Z,Egan-Sud,9,areas
2021-01-30T21:00:01Z,Fassett,6,areas
2021-01-30T21:00:01Z,Fort-Coulonge,5,areas
2021-01-30T21:00:01Z,Gatineau,4503,areas
2021-01-30T21:00:01Z,Gracefield,97,areas
2021-01-30T21:00:01Z,Grand-Remous,8,areas
2021-01-30T21:00:01Z,Healed/resolved cases,5519,cases
2021-01-30T21:00:01Z,Kazabazua,12,areas
2021-01-30T21:00:01Z,Kitigan Zibi,20,areas
2021-01-30T21:00:01Z,L'Ange-Gardien,79,areas
2021-01-30T21:00:01Z,L'Île-du-Grand-Calumet,5,areas
2021-01-30T21:00:01Z,L'Isle-aux-Allumettes,5,areas
2021-01-30T21:00:01Z,La Pêche,60,areas
2021-01-30T21:00:01Z,Lac-des-Plages,5,areas
2021-01-30T21:00:01Z,Lac-Rapide,5,areas
2021-01-30T21:00:01Z,Lac-Sainte-Marie,12,areas
2021-01-30T21:00:01Z,Lac-Simon,5,areas
2021-01-30T21:00:01Z,Lochaber,5,areas
2021-01-30T21:00:01Z,Lochaber-Partie-Ouest,5,areas
2021-01-30T21:00:01Z,Low,5,areas
2021-01-30T21:00:01Z,Maniwaki,69,areas
2021-01-30T21:00:01Z,Mansfield-et-Pontefract,5,areas
2021-01-30T21:00:01Z,Mayo,5,areas
2021-01-30T21:00:01Z,Messines,61,areas
2021-01-30T21:00:01Z,Montcerf-Lytton,5,areas
2021-01-30T21:00:01Z,Montebello,19,areas
2021-01-30T21:00:01Z,Montpellier,10,areas
2021-01-30T21:00:01Z,MRC du Pontiac,40,areas
2021-01-30T21:00:01Z,Mulgrave-et-Derry,5,areas
2021-01-30T21:00:01Z,Namur,5,areas
2021-01-30T21:00:01Z,Notre-Dame-de-la-Paix,5,areas
2021-01-30T21:00:01Z,Notre-Dame-de-la-Salette,6,areas
2021-01-30T21:00:01Z,Otter Lake,5,areas
2021-01-30T21:00:01Z,Papineauville,27,areas
2021-01-30T21:00:01Z,Plaisance,5,areas
2021-01-30T21:00:01Z,Ripon,22,areas
2021-01-30T21:00:01Z,RLS de Gatineau,4298,rls
2021-01-30T21:00:01Z,RLS de Gatineau (active),80,rls
2021-01-30T21:00:01Z,RLS de la Vallée-de-la-Gatineau,400,rls
2021-01-30T21:00:01Z,RLS de la Vallée-de-la-Gatineau (active),15,rls
2021-01-30T21:00:01Z,RLS de Papineau,728,rls
2021-01-30T21:00:01Z,RLS de Papineau (active),17,rls
2021-01-30T21:00:01Z,RLS des Collines-de-l'Outaouais,321,rls
2021-01-30T21:00:01Z,RLS des Collines-de-l'Outaouais (active),32,rls
2021-01-30T21:00:01Z,RLS du Pontiac,62,rls
2021-01-30T21:00:01Z,RLS du Pontiac (active),5,rls
2021-01-30T21:00:01Z,Saint-André-Avellin,114,areas
2021-01-30T21:00:01Z,Saint-Émile-de-Suffolk,8,areas
2021-01-30T21:00:01Z,Saint-Sixte,5,areas
2021-01-30T21:00:01Z,Sainte-Thérèse-de-la-Gatineau,13,areas
2021-01-30T21:00:01Z,Shawville,5,areas
2021-01-30T21:00:01Z,Thurso,53,areas
2021-01-30T21:00:01Z,To be determined,17,areas
2021-01-30T21:00:01Z,To be determined,0,rls
2021-01-30T21:00:01Z,To be determined (active),0,rls
2021-01-30T21:00:01Z,Total cases,5809,areas
2021-01-30T21:00:01Z,Total cases,5809,rls
2021-01-30T21:00:01Z,Total cases (active),145,rls
2021-01-30T21:00:01Z,Val-des-Bois,9,areas
2021-01-30T21:00:01Z,Val-des-Monts,120,areas
2021-01-30T21:00:01Z,Waltham,5,areas
2021-01-31T21:00:01Z,Active cases,144,cases
2021-01-31T21:00:01Z,Aumond,5,areas
2021-01-31T21:00:01Z,Average screening test per day,416,cases
2021-01-31T21:00:01Z,Blue Sea,7,areas
2021-01-31T21:00:01Z,Boileau,5,areas
2021-01-31T21:00:01Z,Bois-Franc,5,areas
2021-01-31T21:00:01Z,Bouchette,25,areas
2021-01-31T21:00:01Z,Bowman,5,areas
2021-01-31T21:00:01Z,Campbell's Bay,5,areas
2021-01-31T21:00:01Z,Cantley,87,areas
2021-01-31T21:00:01Z,Cayamant,5,areas
2021-01-31T21:00:01Z,Chelsea,57,areas
2021-01-31T21:00:01Z,Chénéville,24,areas
2021-01-31T21:00:01Z,Cumulative cases,5837,cases
2021-01-31T21:00:01Z,Daily increase,15,cases
2021-01-31T21:00:01Z,Deaths,153,cases
2021-01-31T21:00:01Z,Déléage,35,areas
2021-01-31T21:00:01Z,Denholm,5,areas
2021-01-31T21:00:01Z,Duhamel,5,areas
2021-01-31T21:00:01Z,Egan-Sud,9,areas
2021-01-31T21:00:01Z,Fassett,6,areas
2021-01-31T21:00:01Z,Fort-Coulonge,5,areas
2021-01-31T21:00:01Z,Gatineau,4503,areas
2021-01-31T21:00:01Z,Gracefield,97,areas
2021-01-31T21:00:01Z,Grand-Remous,8,areas
2021-01-31T21:00:01Z,Healed/resolved cases,5540,cases
2021-01-31T21:00:01Z,Kazabazua,12,areas
2021-01-31T21:00:01Z,Kitigan Zibi,20,areas
2021-01-31T21:00:01Z,L'Ange-Gardien,79,areas
2021-01-31T21:00:01Z,L'Île-du-Grand-Calumet,5,areas
2021-01-31T21:00:01Z,L'Isle-aux-Allumettes,5,areas
2021-01-31T21:00:01Z,La Pêche,60,areas
2021-01-31T21:00:01Z,Lac-des-Plages,5,areas
2021-01-31T21:00:01Z,Lac-Rapide,5,areas
2021-01-31T21:00:01Z,Lac-Sainte-Marie,12,areas
2021-01-31T21:00:01Z,Lac-Simon,5,areas
2021-01-31T21:00:01Z,Lochaber,5,areas
2021-01-31T21:00:01Z,Lochaber-Partie-Ouest,5,areas
2021-01-31T21:00:01Z,Low,5,areas
2021-01-31T21:00:01Z,Maniwaki,69,areas
2021-01-31T21:00:01Z,Mansfield-et-Pontefract,5,areas
2021-01-31T21:00:01Z,Mayo,5,areas
2021-01-31T21:00:01Z,Messines,61,areas
2021-01-31T21:00:01Z,Montcerf-Lytton,5,areas
2021-01-31T21:00:01Z,Montebello,19,areas
2021-01-31T21:00:01Z,Montpellier,10,areas
2021-01-31T21:00:01Z,MRC du Pontiac,40,areas
2021-01-31T21:00:01Z,Mulgrave-et-Derry,5,areas
2021-01-31T21:00:01Z,Namur,5,areas
2021-01-31T21:00:01Z,Notre-Dame-de-la-Paix,5,areas
2021-01-31T21:00:01Z,Notre-Dame-de-la-Salette,6,areas
2021-01-31T21:00:01Z,Otter Lake,5,areas
2021-01-31T21:00:01Z,Papineauville,27,areas
2021-01-31T21:00:01Z,Plaisance,5,areas
2021-01-31T21:00:01Z,Ripon,22,areas
2021-01-31T21:00:01Z,RLS de Gatineau,4298,rls
2021-01-31T21:00:01Z,RLS de Gatineau (active),80,rls
2021-01-31T21:00:01Z,RLS de la Vallée-de-la-Gatineau,400,rls
2021-01-31T21:00:01Z,RLS de la Vallée-de-la-Gatineau (active),15,rls
2021-01-31T21:00:01Z,RLS de Papineau,728,rls
2021-01-31T21:00:01Z,RLS de Papineau (active),17,rls
2021-01-31T21:00:01Z,RLS des Collines-de-l'Outaouais,321,rls
2021-01-31T21:00:01Z,RLS des Collines-de-l'Outaouais (active),32,rls
2021-01-31T21:00:01Z,RLS du Pontiac,62,rls
2021-01-31T21:00:01Z,RLS du Pontiac (active),5,rls
2021-01-31T21:00:01Z,Saint-André-Avellin,114,areas
2021-01-31T21:00:01Z,Saint-Émile-de-Suffolk,8,areas
2021-01-31T21:00:01Z,Saint-Sixte,5,areas
2021-01-31T21:00:01Z,Sainte-Thérèse-de-la-Gatineau,13,areas
2021-01-31T21:00:01Z,Shawville,5,areas
2021-01-31T21:00:01Z,Thurso,53,areas
2021-01-31T21:00:01Z,To be determined,17,areas
2021-01-31T21:00:01Z,To be determined,0,rls
2021-01-31T21:00:01Z,To be determined (active),0,rls
2021-01-31T21:00:01Z,Total cases,5809,areas
2021-01-31T21:00:01Z,Total cases,5809,rls
2021-01-31T21:00:01Z,Total cases (active),145,rls
2021-01-31T21:00:01Z,Val-des-Bois,9,areas
2021-01-31T21:00:01Z,Val-des-Monts,120,areas
2021-01-31T21:00:01Z,Waltham,5,areas
2021-02-01T21:00:01Z,Active cases,130,cases
2021-02-01T21:00:01Z,Aumond,5,areas
2021-02-01T21:00:01Z,Average screening test per day,401,cases
2021-02-01T21:00:01Z,Blue Sea,7,areas
2021-02-01T21:00:01Z,Boileau,5,areas
2021-02-01T21:00:01Z,Bois-Franc,5,areas
2021-02-01T21:00:01Z,Bouchette,25,areas
2021-02-01T21:00:01Z,Bowman,5,areas
2021-02-01T21:00:01Z,Campbell's Bay,5,areas
2021-02-01T21:00:01Z,Cantley,87,areas
2021-02-01T21:00:01Z,Cayamant,5,areas
2021-02-01T21:00:01Z,Chelsea,57,areas
2021-02-01T21:00:01Z,Chénéville,24,areas
2021-02-01T21:00:01Z,Cumulative cases,5846,cases
2021-02-01T21:00:01Z,Daily increase,9,cases
2021-02-01T21:00:01Z,Deaths,153,cases
2021-02-01T21:00:01Z,Déléage,35,areas
2021-02-01T21:00:01Z,Denholm,5,areas
2021-02-01T21:00:01Z,Duhamel,5,areas
2021-02-01T21:00:01Z,Egan-Sud,9,areas
2021-02-01T21:00:01Z,Fassett,6,areas
2021-02-01T21:00:01Z,Fort-Coulonge,5,areas
2021-02-01T21:00:01Z,Gatineau,4503,areas
2021-02-01T21:00:01Z,Gracefield,97,areas
2021-02-01T21:00:01Z,Grand-Remous,8,areas
2021-02-01T21:00:01Z,Healed/resolved cases,5563,cases
2021-02-01T21:00:01Z,Kazabazua,12,areas
2021-02-01T21:00:01Z,Kitigan Zibi,20,areas
2021-02-01T21:00:01Z,L'Ange-Gardien,79,areas
2021-02-01T21:00:01Z,L'Île-du-Grand-Calumet,5,areas
2021-02-01T21:00:01Z,L'Isle-aux-Allumettes,5,areas
2021-02-01T21:00:01Z,La Pêche,60,areas
2021-02-01T21:00:01Z,Lac-des-Plages,5,areas
2021-02-01T21:00:01Z,Lac-Rapide,5,areas
2021-02-01T21:00:01Z,Lac-Sainte-Marie,12,areas
2021-02-01T21:00:01Z,Lac-Simon,5,areas
2021-02-01T21:00:01Z,Lochaber,5,areas
2021-02-01T21:00:01Z,Lochaber-Partie-Ouest,5,areas
2021-02-01T21:00:01Z,Low,5,areas
2021-02-01T21:00:01Z,Maniwaki,69,areas
2021-02-01T21:00:01Z,Mansfield-et-Pontefract,5,areas
2021-02-01T21:00:01Z,Mayo,5,areas
2021-02-01T21:00:01Z,Messines,61,areas
2021-02-01T21:00:01Z,Montcerf-Lytton,5,areas
2021-02-01T21:00:01Z,Montebello,19,areas
2021-02-01T21:00:01Z,Montpellier,10,areas
2021-02-01T21:00:01Z,MRC du Pontiac,40,areas
2021-02-01T21:00:01Z,Mulgrave-et-Derry,5,areas
2021-02-01T21:00:01Z,Namur,5,areas
2021-02-01T21:00:01Z,Notre-Dame-de-la-Paix,5,areas
2021-02-01T21:00:01Z,Notre-Dame-de-la-Salette,6,areas
2021-02-01T21:00:01Z,Otter Lake,5,areas
2021-02-01T21:00:01Z,Papineauville,27,areas
2021-02-01T21:00:01Z,Plaisance,5,areas
2021-02-01T21:00:01Z,Ripon,22,areas
2021-02-01T21:00:01Z,RLS de Gatineau,4302,rls
2021-02-01T21:00:01Z,RLS de Gatineau (active),81,rls
2021-02-01T21:00:01Z,RLS de la Vallée-de-la-Gatineau,401,rls
2021-02-01T21:00:01Z,RLS de la Vallée-de-la-Gatineau (active),9,rls
2021-02-01T21:00:01Z,RLS de Papineau,730,rls
2021-02-01T21:00:01Z,RLS de Papineau (active),14,rls
2021-02-01T21:00:01Z,RLS des Collines-de-l'Outaouais,322,rls
2021-02-01T21:00:01Z,RLS des Collines-de-l'Outaouais (active),24,rls
2021-02-01T21:00:01Z,RLS du Pontiac,64,rls
2021-02-01T21:00:01Z,RLS du Pontiac (active),5,rls
2021-02-01T21:00:01Z,Saint-André-Avellin,114,areas
2021-02-01T21:00:01Z,Saint-Émile-de-Suffolk,8,areas
2021-02-01T21:00:01Z,Saint-Sixte,5,areas
